dataset,method,class,support,prevalence,rare,P_mean,R_mean,R_sd,F1_mean,F1_sd
kvasir_cbsampler,hcg_L10,8,4587,0.032426,0,0.2932,0.7831,0.0789,0.4260,0.0640
kvasir_cbsampler,hcg_L10,9,8718,0.061629,0,0.6399,0.0930,0.0358,0.1601,0.0590
kvasir_cbsampler,hcg_L10,10,2562,0.018111,0,0.1343,0.0185,0.0224,0.0284,0.0295
kvasir_cbsampler,hcg_L3,0,2598,0.018366,0,0.2674,0.1046,0.0879,0.1252,0.0951
kvasir_cbsampler,hcg_L3,1,1338,0.009459,1,0.0000,0.0000,0.0000,0.0000,0.0000
kvasir_cbsampler,hcg_L3,2,1494,0.010561,1,0.0429,0.1507,0.0985,0.0453,0.0102
kvasir_cbsampler,hcg_L3,3,477,0.003372,1,0.1379,0.1914,0.3384,0.0809,0.1282
kvasir_cbsampler,hcg_L3,4,2328,0.016457,0,0.3062,0.3249,0.2774,0.2886,0.2351
kvasir_cbsampler,hcg_L3,5,12567,0.088838,0,0.4528,0.4939,0.1242,0.4082,0.0948
kvasir_cbsampler,hcg_L3,6,1776,0.012555,0,0.5630,0.2681,0.2339,0.2760,0.2117
kvasir_cbsampler,hcg_L3,7,103014,0.728225,0,0.8894,0.8591,0.0479,0.8715,0.0092
kvasir_cbsampler,hcg_L3,8,4587,0.032426,0,0.2966,0.7766,0.0750,0.4285,0.0670
kvasir_cbsampler,hcg_L3,9,8718,0.061629,0,0.6347,0.1054,0.0500,0.1777,0.0792
kvasir_cbsampler,hcg_L3,10,2562,0.018111,0,0.1356,0.0179,0.0211,0.0281,0.0290
