dataset,method,class,support,prevalence,rare,P_mean,R_mean,R_sd,F1_mean,F1_sd
kvasir_cbsampler,hcg_L1000,6,592,0.012555,0,0.2220,0.3372,0.3236,0.1760,0.1504
kvasir_cbsampler,hcg_L1000,7,34338,0.728225,0,0.9029,0.8425,0.0338,0.8706,0.0062
kvasir_cbsampler,hcg_L1000,8,1529,0.032426,0,0.3158,0.8233,0.0839,0.4560,0.0715
kvasir_cbsampler,hcg_L1000,9,2906,0.061629,0,0.7178,0.0576,0.0022,0.1053,0.0004
kvasir_cbsampler,hcg_L1000,10,854,0.018111,0,0.0789,0.0077,0.0077,0.0141,0.0141
kvasir_cbsampler,hcg_L300,0,866,0.018366,0,0.3944,0.0347,0.0074,0.0637,0.0132
kvasir_cbsampler,hcg_L300,1,446,0.009459,1,0.0000,0.0000,0.0000,0.0000,0.0000
kvasir_cbsampler,hcg_L300,2,498,0.010561,1,0.0343,0.1100,0.0926,0.0286,0.0026
kvasir_cbsampler,hcg_L300,3,159,0.003372,1,0.3333,0.1111,0.1111,0.1667,0.1667
kvasir_cbsampler,hcg_L300,4,776,0.016457,0,0.3100,0.4518,0.1772,0.3645,0.1822
kvasir_cbsampler,hcg_L300,5,4189,0.088838,0,0.4705,0.5749,0.0657,0.4648,0.1296
kvasir_cbsampler,hcg_L300,6,592,0.012555,0,0.2111,0.3372,0.3236,0.1790,0.1536
kvasir_cbsampler,hcg_L300,7,34338,0.728225,0,0.9034,0.8412,0.0339,0.8701,0.0059
kvasir_cbsampler,hcg_L300,8,1529,0.032426,0,0.3181,0.8238,0.0877,0.4583,0.0757
kvasir_cbsampler,hcg_L300,9,2906,0.061629,0,0.6891,0.0668,0.0015,0.1207,0.0009
kvasir_cbsampler,hcg_L300,10,854,0.018111,0,0.0789,0.0077,0.0077,0.0141,0.0141
kvasir_cbsampler,hcg_L100,0,866,0.018366,0,0.2967,0.0319,0.0213,0.0574,0.0378
kvasir_cbsampler,hcg_L100,1,446,0.009459,1,0.0000,0.0000,0.0000,0.0000,0.0000
kvasir_cbsampler,hcg_L100,2,498,0.010561,1,0.0481,0.1122,0.0774,0.0388,0.0097
kvasir_cbsampler,hcg_L100,3,159,0.003372,1,0.1875,0.1111,0.1111,0.1395,0.1395
kvasir_cbsampler,hcg_L100,4,776,0.016457,0,0.3012,0.3882,0.2408,0.3387,0.1980
kvasir_cbsampler,hcg_L100,5,4189,0.088838,0,0.4663,0.5693,0.0663,0.4592,0.1297
kvasir_cbsampler,hcg_L100,6,592,0.012555,0,0.3635,0.3118,0.2819,0.2604,0.2054
kvasir_cbsampler,hcg_L100,7,34338,0.728225,0,0.8919,0.8531,0.0485,0.8698,0.0058
kvasir_cbsampler,hcg_L100,8,1529,0.032426,0,0.3128,0.8168,0.0841,0.4519,0.0697
kvasir_cbsampler,hcg_L100,9,2906,0.061629,0,0.7433,0.0734,0.0072,0.1314,0.0074
kvasir_cbsampler,hcg_L100,10,854,0.018111,0,0.0849,0.0077,0.0077,0.0142,0.0142
kvasir_cbsampler,hcg_L30,0,866,0.018366,0,0.2665,0.0642,0.0201,0.0862,0.0062
kvasir_cbsampler,hcg_L30,1,446,0.009459,1,0.0000,0.0000,0.0000,0.0000,0.0000
kvasir_cbsampler,hcg_L30,2,498,0.010561,1,0.0344,0.1717,0.1485,0.0378,0.0074
kvasir_cbsampler,hcg_L30,3,159,0.003372,1,0.2105,0.2963,0.2963,0.2462,0.2462
kvasir_cbsampler,hcg_L30,4,776,0.016457,0,0.3068,0.4284,0.2759,0.3573,0.2211
kvasir_cbsampler,hcg_L30,5,4189,0.088838,0,0.4640,0.6225,0.0318,0.4867,0.1573
kvasir_cbsampler,hcg_L30,6,592,0.012555,0,0.2797,0.3249,0.2733,0.2539,0.1695
kvasir_cbsampler,hcg_L30,7,34338,0.728225,0,0.9169,0.8399,0.0554,0.8745,0.0163
kvasir_cbsampler,hcg_L30,8,1529,0.032426,0,0.3029,0.8352,0.0923,0.4442,0.0692
kvasir_cbsampler,hcg_L30,9,2906,0.061629,0,0.7157,0.0877,0.0136,0.1536,0.0165
kvasir_cbsampler,hcg_L30,10,854,0.018111,0,0.0652,0.0077,0.0077,0.0138,0.0138
kvasir_cbsampler,hcg_L10,0,866,0.018366,0,0.2771,0.0622,0.0220,0.0859,0.0123
kvasir_cbsampler,hcg_L10,1,446,0.009459,1,0.0000,0.0000,0.0000,0.0000,0.0000
kvasir_cbsampler,hcg_L10,2,498,0.010561,1,0.0395,0.2109,0.1878,0.0431,0.0114
kvasir_cbsampler,hcg_L10,3,159,0.003372,1,0.1463,0.2222,0.2222,0.1765,0.1765
kvasir_cbsampler,hcg_L10,4,776,0.016457,0,0.2337,0.4087,0.3171,0.2887,0.1875
kvasir_cbsampler,hcg_L10,5,4189,0.088838,0,0.4628,0.5471,0.0935,0.4410,0.1104
kvasir_cbsampler,hcg_L10,6,592,0.012555,0,0.3748,0.2895,0.2596,0.2609,0.2059
kvasir_cbsampler,hcg_L10,7,34338,0.728225,0,0.8958,0.8478,0.0576,0.8680,0.0080
kvasir_cbsampler,hcg_L10,8,1529,0.032426,0,0.2948,0.8258,0.0932,0.4345,0.0550
kvasir_cbsampler,hcg_L10,9,2906,0.061629,0,0.6505,0.0675,0.0138,0.1220,0.0272
kvasir_cbsampler,hcg_L10,10,854,0.018111,0,0.0726,0.0077,0.0077,0.0140,0.0140
kvasir_cbsampler,hcg_L3,0,866,0.018366,0,0.3723,0.0622,0.0220,0.1034,0.0299
kvasir_cbsampler,hcg_L3,1,446,0.009459,1,0.0000,0.0000,0.0000,0.0000,0.0000
kvasir_cbsampler,hcg_L3,2,498,0.010561,1,0.0458,0.2200,0.1852,0.0502,0.0057
kvasir_cbsampler,hcg_L3,3,159,0.003372,1,0.0856,0.3519,0.3519,0.1377,0.1377
kvasir_cbsampler,hcg_L3,4,776,0.016457,0,0.2641,0.4154,0.3104,0.3200,0.2157
kvasir_cbsampler,hcg_L3,5,4189,0.088838,0,0.4634,0.5341,0.0908,0.4361,0.1081
kvasir_cbsampler,hcg_L3,6,592,0.012555,0,0.3264,0.3386,0.2462,0.2813,0.1372
kvasir_cbsampler,hcg_L3,7,34338,0.728225,0,0.9014,0.8421,0.0581,0.8677,0.0107
kvasir_cbsampler,hcg_L3,8,1529,0.032426,0,0.2841,0.8335,0.0940,0.4237,0.0595
kvasir_cbsampler,hcg_L3,9,2906,0.061629,0,0.6838,0.0804,0.0125,0.1410,0.0149
kvasir_cbsampler,hcg_L3,10,854,0.018111,0,0.0652,0.0077,0.0077,0.0138,0.0138
