dataset,method,class,support,prevalence,rare,P_mean,R_mean,R_sd,F1_mean,F1_sd
kvasir,hcg_L10,1,1338,0.009459,1,0.0000,0.0000,0.0000,0.0000,0.0000
kvasir,hcg_L10,2,1494,0.010561,1,0.0477,0.1224,0.0914,0.0437,0.0076
kvasir,hcg_L10,3,477,0.003372,1,0.0000,0.0000,0.0000,0.0000,0.0000
kvasir,hcg_L10,4,2328,0.016457,0,0.2547,0.2984,0.2828,0.2666,0.2250
kvasir,hcg_L10,5,12567,0.088838,0,0.4674,0.5405,0.1136,0.4456,0.1272
kvasir,hcg_L10,6,1776,0.012555,0,0.4857,0.2548,0.2115,0.3012,0.2350
kvasir,hcg_L10,7,103014,0.728225,0,0.8762,0.8590,0.0400,0.8651,0.0113
kvasir,hcg_L10,8,4587,0.032426,0,0.2822,0.7112,0.1239,0.4032,0.0752
kvasir,hcg_L10,9,8718,0.061629,0,0.5831,0.1466,0.0757,0.2326,0.1165
kvasir,hcg_L10,10,2562,0.018111,0,0.2544,0.0600,0.1017,0.0813,0.1241
kvasir,hcg_L3,0,2598,0.018366,0,0.4023,0.0908,0.0788,0.1445,0.1254
kvasir,hcg_L3,1,1338,0.009459,1,0.0000,0.0000,0.0000,0.0000,0.0000
kvasir,hcg_L3,2,1494,0.010561,1,0.0545,0.1255,0.0840,0.0515,0.0194
kvasir,hcg_L3,3,477,0.003372,1,0.0000,0.0000,0.0000,0.0000,0.0000
kvasir,hcg_L3,4,2328,0.016457,0,0.2427,0.2733,0.2775,0.2484,0.2264
kvasir,hcg_L3,5,12567,0.088838,0,0.4611,0.5528,0.0931,0.4536,0.1269
kvasir,hcg_L3,6,1776,0.012555,0,0.4808,0.2332,0.1926,0.2929,0.2309
kvasir,hcg_L3,7,103014,0.728225,0,0.8763,0.8628,0.0403,0.8672,0.0093
kvasir,hcg_L3,8,4587,0.032426,0,0.2804,0.7029,0.1193,0.4000,0.0730
kvasir,hcg_L3,9,8718,0.061629,0,0.7363,0.1428,0.0709,0.2289,0.1084
kvasir,hcg_L3,10,2562,0.018111,0,0.2416,0.0408,0.0626,0.0634,0.0901
